empresa;placa;modelo;situacao_veiculo;filial_operacional
REFERÊNCIA;SFO7A97;ARGO 1.0 6V FLEX.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B02;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B07;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B14;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B15;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B16;ONIX HATCH LT 1.0 12V TB FLEX 5P MEC.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B48;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B50;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B56;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B58;ARGO 1.0 6V FLEX.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7B59;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAI0H80;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAI0H83;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAI0H86;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAI0H87;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAI0H90;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAI0H96;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAI0H98;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAI0I09;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAK2H68;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAK2H70;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAM3J77;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAR2E58;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAT8A91;ONIX HATCH LT 1.0 12V TB FLEX 5P AUT.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TAY9G12;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TBB5B23;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TBB5B24;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TBB5B42;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TBG0F47;KICKS PLAY SENSE 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TBG0F49;KICKS PLAY SENSE 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TBG0F78;KICKS PLAY SENSE 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;TES2345;ARGO 1.0 6V FLEX.;DEVOLVIDO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBJ7J28;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G52;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G53;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G54;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G58;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G61;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G62;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G63;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G67;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G70;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G71;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G73;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G74;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK0G76;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK7D69;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK7D70;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK7D71;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK7D72;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK7D74;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK7D75;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBK7D84;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBL3J14;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBL3J16;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBL3J17;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBL3J25;MOBI LIKE ON 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBM5F91;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBM5F94;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBM5F97;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBR5C12;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBR5I51;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBT5G25;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBT5G26;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBW1J67;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBW1J85;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UBW3I90;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCB5G92;DOLPHIN EV (ELÉTRICO);DISPONÍVEL;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCB5G95;DOLPHIN EV (ELÉTRICO);DISPONÍVEL;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCG0F27;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCH2G70;ARGO DRIVE 1.0 6V FLEX;RESERVADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI2C87;ARGO DRIVE 1.0 6V FLEX;NÃO DISPONÍVEL;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI2C95;ARGO DRIVE 1.3 8V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI2C97;ARGO DRIVE 1.3 8V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI2C98;ARGO DRIVE 1.3 8V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI2C99;ARGO DRIVE 1.3 8V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI2D02;ARGO DRIVE 1.3 8V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI4G69;ARGO DRIVE 1.3 8V FLEX;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI6B82;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI6B95;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI6B99;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI6C28;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI6C29;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI6D15;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI6D68;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI6G96;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCI8A71;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCJ0D54;ARGO DRIVE 1.0 6V FLEX;EM MOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCJ4J43;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCK4J85;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;UCK7J04;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SDV2F67;DUSTER INTENSE 1.6 16V FLEX MEC.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;SED8E52;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SED9B43;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SEE2G59;DUSTER ZEN 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SEP3C41;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SEP8G18;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFC4I32;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFC4I33;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFD6A83;SPIN LT 1.8 8V ECONO.FLEX 5P AUT.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFG6H79;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFJ4D19;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFM9E65;ONIX HATCH 1.0 12V FLEX 5P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFN0I21;STRADA FREEDOM 1.3 FLEX 8V CD;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFN0I23;ONIX HATCH 1.0 12V FLEX 5P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFN0I27;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFN0I28;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFO0F69;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;SFO0F71;OROCH PRO 1.6 FLEX 16V MEC.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;SFO7A26;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;SFO7A30;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TAI6B64;ARGO 1.0 6V FLEX.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TAJ6B97;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;TAK6A79;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;TAL2D03;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TAN3I59;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;TAN3I67;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;TAN7B44;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;TAN9C83;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;TAS3A21;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TAV6H91;OROCH PRO 1.6 FLEX 16V MEC.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TBD6H44;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TBE4H59;ARGO 1.0 6V FLEX.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TBG0F46;OROCH PRO 1.6 FLEX 16V MEC.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TBG3C81;OROCH PRO 1.6 FLEX 16V MEC.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TBG3C82;OROCH PRO 1.6 FLEX 16V MEC.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;TBP9H72;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA VILHENA
REFERÊNCIA;UBV6E91;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;UBW3E01;AIRCROSS FEEL 1.6 FLEX 16V 5P AUT.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;UBY8B36;AIRCROSS FEEL 1.6 FLEX 16V 5P AUT.;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;UCF1J13;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;UCF1J16;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;UCF1J18;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;UCF3G74;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA VILHENA
REFERÊNCIA;UCK4I45;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA VILHENA
REFERÊNCIA;UCK4I83;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA VILHENA
REFERÊNCIA;UCK4I84;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA VILHENA
REFERÊNCIA;UCK4I93;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA VILHENA
REFERÊNCIA;UCK4J03;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA VILHENA
REFERÊNCIA;UCK4J06;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA VILHENA
REFERÊNCIA;UCK4J07;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA VILHENA
REFERÊNCIA;UCK4J26;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA VILHENA
REFERÊNCIA;UCK4J30;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA VILHENA
OUTROS;SDV2F78;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;LOCADO;VEÍCULOS PARA VENDA
OUTROS;SEH0B26;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;DISPONÍVEL PARA VENDA;VEÍCULOS PARA VENDA
OUTROS;BEX7I69;T-CROSS 1.0 TSI FLEX 12V 5P AUT.;LOCADO;VEÍCULOS PARTICULARES
OUTROS;SDZ0J60;CRONOS DRIVE 1.0 6V FLEX;LOCADO;VEÍCULOS PARTICULARES
OUTROS;SEE3B57;AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.;LOCADO;VEÍCULOS PARTICULARES
OUTROS;TBW5I22;HILUX CD SRX PLUS 4X4 2.8 TDI DIE. AUT.;LOCADO;VEÍCULOS PARTICULARES
OUTROS;TBZ9H18;COROLLA CROSS XRX 2.0 16V FLEX AUT.;LOCADO;VEÍCULOS PARTICULARES
OUTROS;UAT9B97;T-CROSS EXT. 250 TSI 1.4 FLEX 16V 5P AUT.;LOCADO;VEÍCULOS PARTICULARES
OUTROS;APJ8164;PRISMA  SED. MAXX/ LT 1.4 8V ECONOF. 4P;ROUBO / FURTO;VEÍCULOS ROUBADOS
OUTROS;APJ8166;PRISMA  SED. MAXX/ LT 1.4 8V ECONOF. 4P;ROUBO / FURTO;VEÍCULOS ROUBADOS
OUTROS;AQG7218;GOL (NOVO) 1.0 MI TOTAL FLEX 8V 2P;ROUBO / FURTO;VEÍCULOS ROUBADOS
OUTROS;ARH2435;GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P;ROUBO / FURTO;VEÍCULOS ROUBADOS
OUTROS;ARF2983;GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P;ROUBO / FURTO;VEÍCULOS VENDIDOS
OUTROS;ARG6973;GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P;ROUBO / FURTO;VEÍCULOS VENDIDOS
OUTROS;ARI2397;GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P;ROUBO / FURTO;VEÍCULOS VENDIDOS
OUTROS;BAT6641;STRADA WORKING 1.4 MPI FIRE FLEX 8V CS;ROUBO / FURTO;VEÍCULOS VENDIDOS
OUTROS;BCL9657;CRUZE LT 1.8 16V FLEXPOWER 4P AUT.;ROUBO / FURTO;VEÍCULOS VENDIDOS
OUTROS;BDF5H30;GRAND SIENA ATTRACTIVE 1.0 FLEX 8V 4P;ROUBO / FURTO;VEÍCULOS VENDIDOS
OUTROS;BDG3A67;UNO ATTRACTIVE 1.0 FIRE FLEX 8V 5P;ROUBO / FURTO;VEÍCULOS VENDIDOS
