empresa;placa;modelo;situacao_veiculo;filial_operacional
REFERÊNCIA;TBJ5J27;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBN7J65;TORO FREEDOM 1.3 T270 4X2 FLEX AUT.;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBV0D55;VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBV3B24;POLO TRACK 1.0 FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCB6D42;ONIX HATCH 1.0 12V FLEX 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCE1F32;HB20S COMFORT PLUS 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCE1H01;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCE1H07;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCG6F37;FIORINO FURGÃO EVO 1.4 FLEX 8V 2P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCH6E76;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCK5B21;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCK5C66;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCP3F02;CRONOS DRIVE 1.0 6V FLEX;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCP4E65;CRONOS DRIVE 1.3 8V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCU6G59;VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCU9D97;ONIX HATCH 1.0 12V FLEX 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TCZ1H64;ONIX HATCH PREM. 1.0 12V TB FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TDH1D65;T-CROSS 1.0 TSI FLEX 12V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TDI7I36;T-CROSS 1.0 TSI FLEX 12V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TDL8A25;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TDS2I47;PULSE AUDACE 1.0 TURBO 200 FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TDX7E57;ONIX HATCH LT 1.0 12V FLEX 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TDX7E59;ONIX HATCH 1.0 12V FLEX 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TEB9E12;ONIX HATCH 1.0 12V FLEX 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TEN9D52;COMPASS LONG. T270 1.3 TB 4X2 FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TEP6D82;TORO ENDURANCE 1.3 T270 4X2 FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TIP2I38;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TIQ6E37;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TIR3D87;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TIT0G18;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TIV0C26;COROLLA XEI 2.0 FLEX 16V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TIW5I89;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TIY0G84;T-CROSS COMFOR. 200 TSI 1.0 FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TIY6F84;KICKS PLAY SENSE 1.6 16V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TIZ3F18;POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJA4G94;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJB3A55;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJB9H01;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJC4D98;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJD3G70;POLO TRACK 1.0 FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJF0C56;COROLLA ALTIS 1.8 16V AUT. (HÍBRIDO);DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJF4A68;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJG3C98;HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJG7G95;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJH3B94;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJH7F69;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJL7A22;SPIN LT 1.8 8V ECONO.FLEX 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJM5J47;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJN1J50;POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJN8H42;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJO1J16;HB20 COMFORT 1.0 TB FLEX 12V AUT;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJO2I91;VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJP3H54;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJS8J53;POLO 1.0 MPI FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJU6D17;POLO TRACK 1.0 FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJW1A98;KICKS SENSE 1.6 16V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJY6B48;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TJZ4G22;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKB2D18;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKB2H97;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKB4B84;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKB9A11;POLO 1.0 MPI FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKC4G23;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKE5I88;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKF1D89;POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKG3J20;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKI7E39;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKJ4H97;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKO8B71;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKQ2G28;POLO 1.0 MPI FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKT8C27;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKV1G28;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKX2B17;T-CROSS 1.0 TSI FLEX 12V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TKY4F84;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TLB0B81;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TLD8A25;T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TLI0F56;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TLN1J95;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TLT1G76;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TLV5J31;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TLY1A79;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TMG2E57;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TXA8H32;PULSE AUDACE 1.0 TURBO 200 FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TXE7J71;POLO TRACK 1.0 FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TXQ0G17;SENTRA ADVANCE 2.0 16V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TXQ4G74;SENTRA ADVANCE 2.0 16V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TYP1H19;T-CROSS COMFOR. 200 TSI 1.0 FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TYX7B17;CRONOS DRIVE 1.0 6V FLEX;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TZG6C91;T-CROSS COMFOR. 200 TSI 1.0 FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TZQ0D01;CRONOS DRIVE 1.0 6V FLEX;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TZQ0I38;CRONOS 1.0 6V FLEX;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TZX8F63;ARGO DRIVE 1.0 6V FLEX;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAB0F70;T-CROSS 1.0 TSI FLEX 12V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAI8I43;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAT1F46;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAT1H60;DUSTER INTENSE 1.6 16V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAT5I22;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAU2I18;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAU2I95;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAU2J94;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAU3A52;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAY2C73;Tera Comfort 1.0 170 TSI Flex 12V 5p Aut;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAY8A68;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAY8G24;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAZ1E10;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAZ3H83;T-CROSS COMFOR. 200 TSI 1.0 FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAZ6J86;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UAZ7B20;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA5G21;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA5G73;HB20 COMFORT 1.0 TB FLEX 12V MEC;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA5G91;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA5H11;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA5H23;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA5H33;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA5H35;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA5I34;VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA5J31;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA6A91;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA6B72;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA6C89;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA6C91;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA6D02;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA6D04;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA7C36;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBA7C40;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBB0I68;DUSTER INTENSE 1.6 16V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBC5C58;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBC5F34;POLO TRACK 1.0 FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBD7G99;CRETA COMFORT 1.0 TB 12V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBE0B60;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBE5I34;VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBE9D32;Tera Comfort 1.0 170 TSI Flex 12V 5p Aut;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBE9E89;T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBE9I92;Tera 1.0 170 TSI Flex 12V 5p Mec.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBF4A24;Tera Comfort 1.0 170 TSI Flex 12V 5p Aut;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBG5H71;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBG8D41;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBG8E04;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBG8E47;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBP9A60;Tera 1.0 170 TSI Flex 12V 5p Mec.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBU2F11;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBU2G12;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV0J50;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV0J51;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV0J56;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV0J73;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV0J74;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV0J75;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV0J84;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1A32;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1A34;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1A47;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1A48;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B30;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B34;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B36;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B38;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B40;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B41;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B42;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B45;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B61;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B65;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B69;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B71;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B72;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B76;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B82;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B84;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1B91;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV1D26;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV8G57;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV8G58;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV8G61;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBV8G65;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBW1H80;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBW1H83;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBW1J62;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBW1J71;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBW1J83;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBW4B87;TAOS COMFORTLINE 1.4 250 TSI FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBX8A73;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBY5B26;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UBY5B27;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UCA3C94;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UCG0I27;ONIX SEDAN PLUS 1.0 12V TB FLEX AUT.;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UCG0I28;ONIX SEDAN PLUS 1.0 12V TB FLEX AUT.;RESERVADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UCG0I70;ONIX SEDAN PLUS 1.0 12V TB FLEX AUT.;RESERVADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UCH4I52;C3 YOU! 1.0 FLEX TURBO 200 AUT.;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UCH4I56;C3 YOU! 1.0 FLEX TURBO 200 AUT.;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UCH4I62;C3 YOU! 1.0 FLEX TURBO 200 AUT.;RESERVADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;UCH4I65;C3 YOU! 1.0 FLEX TURBO 200 AUT.;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;VST3F22;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SDQ4F70;208 ACTIVE 1.6 FLEX 16V 5P AUT.;DISPONÍVEL PARA VENDA;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SEE1G86;ONIX HATCH LT 1.0 12V TB FLEX 5P MEC.;USO INTERNO;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SEE4A91;ONIX HATCH LT 1.0 12V TB FLEX 5P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SEE9E75;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SEF7A48;ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SEF7A50;ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA RIBEIRAO PRETO
REFERÊNCIA;SES1H23;CRONOS DRIVE 1.0 6V FLEX;DISPONÍVEL PARA VENDA;REFERÊNCIA RIBEIRAO PRETO
